ImageId,PredictionString,target
ILSVRC2012_val_00043978,n01682714 0 0 279 436 ,n01682714
ILSVRC2012_val_00032129,n01682714 153 80 266 331 ,n01682714
ILSVRC2012_val_00008669,n01682714 120 7 376 399 ,n01682714
ILSVRC2012_val_00039282,n01682714 68 13 318 498 ,n01682714
ILSVRC2012_val_00005590,n01685808 0 68 478 271 ,n01685808
ILSVRC2012_val_00004757,n01685808 66 50 499 362 ,n01685808
ILSVRC2012_val_00018430,n01685808 2 63 484 237 ,n01685808
ILSVRC2012_val_00034655,n01685808 56 70 499 310 ,n01685808
ILSVRC2012_val_00041574,n01685808 65 57 499 333 ,n01685808
ILSVRC2012_val_00034122,n01687978 31 55 269 463 ,n01687978
ILSVRC2012_val_00020538,n01687978 2 25 379 334 ,n01687978
ILSVRC2012_val_00046258,n01687978 43 163 359 282 ,n01687978
ILSVRC2012_val_00012365,n01687978 136 201 399 469 ,n01687978
ILSVRC2012_val_00006859,n01687978 31 145 408 235 ,n01687978
ILSVRC2012_val_00034793,n01688243 187 24 457 398 ,n01688243
ILSVRC2012_val_00005056,n01688243 57 26 277 498 ,n01688243
ILSVRC2012_val_00030873,n01688243 129 69 315 373 ,n01688243
ILSVRC2012_val_00024946,n01688243 43 182 351 412 ,n01688243
ILSVRC2012_val_00020508,n01688243 22 0 347 321 ,n01688243
ILSVRC2012_val_00047812,n01689811 7 16 494 373 ,n01689811
ILSVRC2012_val_00036123,n01689811 0 54 433 304 ,n01689811
ILSVRC2012_val_00041730,n01689811 28 73 481 370 ,n01689811
ILSVRC2012_val_00047812,n01689811 7 16 494 373 ,n01689811
ILSVRC2012_val_00009980,n01689811 53 110 390 377 ,n01689811
ILSVRC2012_val_00013883,n01692333 106 21 499 367 ,n01692333
ILSVRC2012_val_00001475,n01692333 28 99 433 280 ,n01692333
ILSVRC2012_val_00028284,n01692333 169 147 499 374 ,n01692333
ILSVRC2012_val_00007579,n01692333 28 86 444 276 ,n01692333
ILSVRC2012_val_00006927,n01692333 107 132 452 223 ,n01692333
ILSVRC2012_val_00043578,n01693334 75 68 467 324 ,n01693334
ILSVRC2012_val_00005332,n01693334 88 54 347 354 ,n01693334
ILSVRC2012_val_00033615,n01693334 196 25 275 486 ,n01693334
ILSVRC2012_val_00033615,n01693334 196 25 275 486 ,n01693334
ILSVRC2012_val_00039203,n01693334 20 54 463 404 ,n01693334
ILSVRC2012_val_00043043,n01694178 38 202 326 461 ,n01694178
ILSVRC2012_val_00004555,n01694178 85 142 331 417 ,n01694178
ILSVRC2012_val_00020585,n01694178 280 10 499 205 ,n01694178
ILSVRC2012_val_00017490,n01694178 2 20 486 393 ,n01694178
ILSVRC2012_val_00039479,n01694178 121 65 499 300 ,n01694178
ILSVRC2012_val_00020596,n01695060 0 125 344 378 ,n01695060
ILSVRC2012_val_00027851,n01695060 0 237 465 336 ,n01695060
ILSVRC2012_val_00035102,n01695060 2 62 456 374 ,n01695060
ILSVRC2012_val_00005180,n01695060 0 79 429 299 ,n01695060
ILSVRC2012_val_00012342,n01695060 46 123 464 284 ,n01695060
ILSVRC2012_val_00022812,n01697457 1 88 476 340 ,n01697457
ILSVRC2012_val_00022812,n01697457 1 88 476 340 ,n01697457
ILSVRC2012_val_00036455,n01697457 0 82 388 308 ,n01697457
ILSVRC2012_val_00018000,n01697457 1 0 499 308 ,n01697457
ILSVRC2012_val_00008146,n01697457 56 101 310 240 ,n01697457
ILSVRC2012_val_00011243,n01698640 90 105 496 313 ,n01698640
ILSVRC2012_val_00045362,n01698640 2 163 272 308 n01698640 1 88 462 255 ,n01698640
ILSVRC2012_val_00049732,n01698640 76 105 499 288 ,n01698640
ILSVRC2012_val_00024146,n01698640 0 0 499 370 ,n01698640
ILSVRC2012_val_00010395,n01698640 87 96 329 374 ,n01698640
ILSVRC2012_val_00046649,n01704323 337 86 472 213 n01704323 227 92 365 195 ,n01704323
ILSVRC2012_val_00004921,n01704323 0 15 373 498 ,n01704323
ILSVRC2012_val_00046649,n01704323 337 86 472 213 n01704323 227 92 365 195 ,n01704323
ILSVRC2012_val_00016258,n01704323 68 0 499 297 ,n01704323
ILSVRC2012_val_00035687,n01704323 0 0 373 498 ,n01704323
ILSVRC2012_val_00037677,n01728572 52 105 428 248 ,n01728572
ILSVRC2012_val_00008399,n01728572 18 56 312 412 ,n01728572
ILSVRC2012_val_00008399,n01728572 18 56 312 412 ,n01728572
ILSVRC2012_val_00019722,n01728572 112 1 415 371 ,n01728572
ILSVRC2012_val_00015644,n01728572 4 79 454 244 ,n01728572
ILSVRC2012_val_00013215,n01728920 52 0 364 374 ,n01728920
ILSVRC2012_val_00006284,n01728920 36 60 481 363 ,n01728920
ILSVRC2012_val_00014069,n01728920 201 171 460 374 ,n01728920
ILSVRC2012_val_00032086,n01728920 0 63 499 374 ,n01728920
ILSVRC2012_val_00026018,n01728920 202 167 309 221 ,n01728920
ILSVRC2012_val_00006440,n01729322 155 92 887 675 ,n01729322
ILSVRC2012_val_00013400,n01729322 22 45 711 599 ,n01729322
ILSVRC2012_val_00006440,n01729322 155 92 887 675 ,n01729322
ILSVRC2012_val_00013400,n01729322 22 45 711 599 ,n01729322
ILSVRC2012_val_00023563,n01729322 120 65 427 582 ,n01729322
ILSVRC2012_val_00033617,n01729977 3 6 337 307 ,n01729977
ILSVRC2012_val_00005357,n01729977 63 44 269 374 ,n01729977
ILSVRC2012_val_00026583,n01729977 155 113 246 498 ,n01729977
ILSVRC2012_val_00021750,n01729977 86 71 499 239 ,n01729977
ILSVRC2012_val_00022825,n01729977 0 67 395 280 ,n01729977
ILSVRC2012_val_00019858,n01734418 0 74 499 334 ,n01734418
ILSVRC2012_val_00047216,n01734418 11 12 477 292 ,n01734418
ILSVRC2012_val_00022021,n01734418 1 5 341 333 ,n01734418
ILSVRC2012_val_00004582,n01734418 19 123 413 338 ,n01734418
ILSVRC2012_val_00022489,n01734418 0 131 432 212 ,n01734418
ILSVRC2012_val_00041743,n01735189 257 76 469 232 ,n01735189
ILSVRC2012_val_00041743,n01735189 257 76 469 232 ,n01735189
ILSVRC2012_val_00016144,n01735189 43 0 499 361 ,n01735189
ILSVRC2012_val_00029744,n01735189 4 2 271 174 ,n01735189
ILSVRC2012_val_00029744,n01735189 4 2 271 174 ,n01735189
ILSVRC2012_val_00004689,n01737021 96 161 237 373 ,n01737021
ILSVRC2012_val_00045619,n01737021 136 0 498 404 ,n01737021
ILSVRC2012_val_00021332,n01737021 174 128 259 256 ,n01737021
ILSVRC2012_val_00036587,n01737021 157 179 325 313 ,n01737021
ILSVRC2012_val_00025472,n01737021 167 137 312 380 ,n01737021
ILSVRC2012_val_00022816,n01739381 0 1 461 498 ,n01739381
ILSVRC2012_val_00045850,n01739381 0 0 499 374 ,n01739381
ILSVRC2012_val_00015794,n01739381 0 85 301 217 ,n01739381
ILSVRC2012_val_00042284,n01739381 0 59 471 322 ,n01739381
ILSVRC2012_val_00005765,n01739381 5 139 213 221 ,n01739381
ILSVRC2012_val_00012990,n01740131 0 12 440 374 ,n01740131
ILSVRC2012_val_00034612,n01740131 46 30 445 468 ,n01740131
ILSVRC2012_val_00014849,n01740131 50 124 266 287 ,n01740131
ILSVRC2012_val_00002505,n01740131 43 28 453 319 ,n01740131
ILSVRC2012_val_00014849,n01740131 50 124 266 287 ,n01740131
ILSVRC2012_val_00049311,n01742172 52 0 499 374 ,n01742172
ILSVRC2012_val_00028810,n01742172 52 7 372 491 ,n01742172
ILSVRC2012_val_00045042,n01742172 27 22 379 441 ,n01742172
ILSVRC2012_val_00021032,n01742172 115 11 304 437 ,n01742172
ILSVRC2012_val_00003298,n01742172 57 66 436 447 ,n01742172
ILSVRC2012_val_00011971,n01744401 0 44 418 403 ,n01744401
ILSVRC2012_val_00017927,n01744401 0 3 370 235 ,n01744401
ILSVRC2012_val_00002899,n01744401 0 2 483 288 ,n01744401
ILSVRC2012_val_00024341,n01744401 54 87 499 284 ,n01744401
ILSVRC2012_val_00007220,n01744401 1 1 499 373 ,n01744401
ILSVRC2012_val_00014598,n01748264 127 3 428 498 ,n01748264
ILSVRC2012_val_00041216,n01748264 349 304 459 430 ,n01748264
ILSVRC2012_val_00038671,n01748264 35 23 312 498 ,n01748264
ILSVRC2012_val_00015801,n01748264 0 105 625 499 ,n01748264
ILSVRC2012_val_00006426,n01748264 24 83 280 294 n01748264 328 33 499 84 n01748264 0 243 499 374 ,n01748264
ILSVRC2012_val_00005617,n01749939 52 41 239 251 ,n01749939
ILSVRC2012_val_00014769,n01749939 130 49 296 196 ,n01749939
ILSVRC2012_val_00022436,n01749939 125 139 353 222 n01749939 118 0 499 224 ,n01749939
ILSVRC2012_val_00038890,n01749939 2 55 488 286 ,n01749939
ILSVRC2012_val_00015698,n01749939 19 46 499 301 ,n01749939
ILSVRC2012_val_00001695,n01751748 44 118 441 259 ,n01751748
ILSVRC2012_val_00021711,n01751748 187 33 265 186 ,n01751748
ILSVRC2012_val_00025096,n01751748 126 92 260 441 ,n01751748
ILSVRC2012_val_00001607,n01751748 81 55 374 423 ,n01751748
ILSVRC2012_val_00015374,n01751748 0 125 393 385 ,n01751748
ILSVRC2012_val_00030210,n01753488 81 72 482 366 ,n01753488
ILSVRC2012_val_00046541,n01753488 4 147 476 293 ,n01753488
ILSVRC2012_val_00048041,n01753488 2 1 499 274 ,n01753488
ILSVRC2012_val_00012354,n01753488 40 0 498 273 ,n01753488
ILSVRC2012_val_00013772,n01753488 75 71 499 270 ,n01753488
ILSVRC2012_val_00038068,n01755581 1 111 499 268 ,n01755581
ILSVRC2012_val_00049975,n01755581 15 202 486 377 ,n01755581
ILSVRC2012_val_00038068,n01755581 1 111 499 268 ,n01755581
ILSVRC2012_val_00026487,n01755581 38 0 499 350 ,n01755581
ILSVRC2012_val_00030923,n01755581 27 41 474 374 ,n01755581
ILSVRC2012_val_00019270,n01756291 30 2 499 288 ,n01756291
ILSVRC2012_val_00019270,n01756291 30 2 499 288 ,n01756291
ILSVRC2012_val_00036441,n01756291 167 173 325 276 ,n01756291
ILSVRC2012_val_00042225,n01756291 247 138 405 220 ,n01756291
ILSVRC2012_val_00036901,n01756291 253 97 499 308 ,n01756291
ILSVRC2012_val_00012521,n01768244 238 257 327 346 n01768244 265 128 345 208 n01768244 165 227 287 268 ,n01768244
ILSVRC2012_val_00031802,n01768244 122 58 397 271 n01768244 14 164 135 284 n01768244 46 1 136 39 ,n01768244
ILSVRC2012_val_00038180,n01768244 37 44 440 301 ,n01768244
ILSVRC2012_val_00021025,n01768244 167 185 251 308 ,n01768244
ILSVRC2012_val_00020269,n01768244 257 70 349 247 ,n01768244
ILSVRC2012_val_00000877,n01770081 144 8 450 269 ,n01770081
ILSVRC2012_val_00014664,n01770081 1 3 498 497 ,n01770081
ILSVRC2012_val_00031952,n01770081 20 50 478 290 ,n01770081
ILSVRC2012_val_00030422,n01770081 0 0 499 342 ,n01770081
ILSVRC2012_val_00040621,n01770081 0 0 309 249 ,n01770081
ILSVRC2012_val_00031977,n01770393 14 72 423 506 ,n01770393
ILSVRC2012_val_00032992,n01770393 75 12 509 488 ,n01770393
ILSVRC2012_val_00024597,n01770393 88 19 420 342 ,n01770393
ILSVRC2012_val_00043159,n01770393 60 59 413 368 ,n01770393
ILSVRC2012_val_00046299,n01770393 92 44 455 339 ,n01770393
ILSVRC2012_val_00026786,n01773157 103 75 372 436 ,n01773157
ILSVRC2012_val_00025831,n01773157 12 1 385 498 ,n01773157
ILSVRC2012_val_00001037,n01773157 25 94 304 340 ,n01773157
ILSVRC2012_val_00024769,n01773157 162 117 699 957 ,n01773157
ILSVRC2012_val_00006165,n01773157 693 381 1110 897 ,n01773157
ILSVRC2012_val_00003431,n01773549 76 29 412 333 ,n01773549
ILSVRC2012_val_00007224,n01773549 199 108 285 228 ,n01773549
ILSVRC2012_val_00029496,n01773549 152 28 408 339 ,n01773549
ILSVRC2012_val_00007882,n01773549 9 29 1006 945 ,n01773549
ILSVRC2012_val_00040121,n01773549 50 13 395 389 ,n01773549
ILSVRC2012_val_00038272,n01773797 53 87 314 421 ,n01773797
ILSVRC2012_val_00037727,n01773797 24 20 343 405 ,n01773797
ILSVRC2012_val_00015011,n01773797 132 78 324 286 ,n01773797
ILSVRC2012_val_00039370,n01773797 87 28 445 481 ,n01773797
ILSVRC2012_val_00046384,n01773797 79 116 374 289 ,n01773797
ILSVRC2012_val_00017682,n01774384 27 65 481 342 ,n01774384
ILSVRC2012_val_00038283,n01774384 82 81 243 427 ,n01774384
ILSVRC2012_val_00029208,n01774384 111 103 422 286 ,n01774384
ILSVRC2012_val_00017909,n01774384 67 50 443 351 ,n01774384
ILSVRC2012_val_00041385,n01774384 585 126 975 954 ,n01774384
ILSVRC2012_val_00040775,n01774750 23 108 361 473 ,n01774750
ILSVRC2012_val_00042346,n01774750 16 18 492 393 ,n01774750
